match_id,minute,period,home_team,away_team,home_score,away_score,stage,detected_type,player,team,llm_commentary,model,agent_model,momentum_used,chain_used,generated_at
3930176,0,1,Switzerland,Germany,0,0,Group Stage,Kick Off,,Switzerland,[Kick Off] The Group Stage match is underway! Switzerland faces Germany in an exciting clash.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:15:49.097128
3930176,1,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Joshua Kimmich,Germany,[Foul] Foul by Switzerland on Joshua Kimmich in midfield. Free kick awarded to Germany.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:15:50.441090
3930176,2,1,Switzerland,Germany,0,0,Group Stage,Shot (Saved),Kai Havertz,Germany,[Shot Saved] Great effort! Havertz's header from the center of the box saved by Sommer. Germany applying early pressure with three corners.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:15:51.466672
3930176,3,1,Switzerland,Germany,0,0,Group Stage,Corner,Fabian Rieder,Switzerland,"[Corner] Corner for Switzerland. Fabian Rieder delivers, conceded by Maximilian Mittelstädt.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:15:52.528126
3930176,4,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Toni Kroos,Germany,[Foul] Foul by Florian Wirtz (Germany) on Remo Freuler (Switzerland) in midfield.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:15:53.737053
3930176,5,1,Switzerland,Germany,0,0,Group Stage,General,Florian Wirtz,Germany,"[General] Germany controlling possession with 59%, mostly in midfield. Havertz is lively with 8 touches.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:15:57.324194
3930176,6,1,Switzerland,Germany,0,0,Group Stage,General,Joshua Kimmich,Germany,"[General] Germany dominating early with 96% possession, Kimmich orchestrating play in midfield.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:00.615878
3930176,7,1,Switzerland,Germany,0,0,Group Stage,General,Manuel Neuer,Germany,"[General] Germany in control, dominating midfield for the last 2 minutes. Andrich leading with 12 touches.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:04.627153
3930176,8,1,Switzerland,Germany,0,0,Group Stage,General,Michel Aebischer,Switzerland,"[General] Germany in control, dominating midfield for the last 3 minutes with 64% possession. Jonathan Tah leading the charge.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:07.528494
3930176,9,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Toni Kroos,Germany,[Foul] Foul by Granit Xhaka (Switzerland) on Kai Havertz (Germany). Free kick awarded in Germany's defensive half.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:09.586331
3930176,10,1,Switzerland,Germany,0,0,Group Stage,Shot (Blocked),İlkay Gündoğan,Germany,[Shot Blocked] Attempt blocked! İlkay Gündoğan's right-footed shot from the edge of the box denied.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:10.809636
3930176,11,1,Switzerland,Germany,0,0,Group Stage,Shot (Blocked),Kai Havertz,Germany,[Shot Blocked] Attempt blocked! Kai Havertz's left-footed shot from the center of the box halted by Ricardo Rodríguez.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:13.059379
3930176,12,1,Switzerland,Germany,0,0,Group Stage,General,Kai Havertz,Germany,"[General] Switzerland asserting dominance with 70% possession, controlling midfield effectively.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:16.525224
3930176,13,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Yann Sommer,Switzerland,[Foul] Foul by Germany on Yann Sommer. Free kick awarded in Switzerland's defensive half.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:18.498246
3930176,14,1,Switzerland,Germany,0,0,Group Stage,Foul,Toni Kroos,Germany,[Foul] Foul by Granit Xhaka (Switzerland) on Toni Kroos (Germany) in the attacking third.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:19.507248
3930176,15,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Robert Andrich,Germany,[Foul] Foul by Switzerland on Robert Andrich (Germany) in the attacking third.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:20.560226
3930176,16,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Maximilian Mittelstädt,Germany,[Foul] Free kick awarded to Switzerland. Musiala fouls Aebischer on the right side of the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:21.702215
3930176,18,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Yann Sommer,Switzerland,[Foul] Foul by Antonio Rüdiger (Germany) on Breel-Donald Embolo (Switzerland) in the defensive half.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:22.838586
3930176,19,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Michel Aebischer,Switzerland,[Foul] Free kick awarded to Switzerland! Aebischer fouled on the right side of the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:23.987253
3930176,20,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Dan Ndoye,Switzerland,[Foul] Foul by Ginter (Germany) on Dan Ndoye (Switzerland) results in a free kick near the right side of the box.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:25.236991
3930176,21,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Manuel Obafemi Akanji,Switzerland,[Foul] Foul by Jamal Musiala (Germany) on Granit Xhaka (Switzerland) in the defensive half.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:26.421302
3930176,22,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Granit Xhaka,Switzerland,[Foul] Foul by Julian Brandt (Germany) on Granit Xhaka (Switzerland) in midfield.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:27.546375
3930176,23,1,Switzerland,Germany,0,0,Group Stage,General,Robert Andrich,Germany,"[General] Germany dominating midfield play, enjoying 100% possession so far.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:31.264209
3930176,24,1,Switzerland,Germany,0,0,Group Stage,Yellow Card,Dan Ndoye,Switzerland,[Yellow Card] Dan Ndoye receives a yellow card for a foul on Antonio Rüdiger.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:32.300620
3930176,25,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Toni Kroos,Germany,[Foul] Foul by Switzerland on Toni Kroos (Germany) in the attacking third.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:33.426983
3930176,26,1,Switzerland,Germany,0,0,Group Stage,Free Kick,Kai Havertz,Germany,"[Foul] Foul by Akanji on Kai Havertz, free kick awarded to Germany on the left side of the box.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:34.495379
3930176,27,1,Switzerland,Germany,1,0,Group Stage,Goal,Dan Ndoye,Switzerland,"[Goal] Goal! Switzerland 1, Germany 0. Dan Ndoye finishes with his right foot from the centre of the box, assisted by Remo Freuler.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:35.797418
3930176,29,1,Switzerland,Germany,1,0,Group Stage,General,Dan Ndoye,Switzerland,"[General] Germany controlling possession with 60%, but Switzerland remains resilient in midfield.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:39.063190
3930176,30,1,Switzerland,Germany,1,0,Group Stage,Shot (Off T),Dan Ndoye,Switzerland,[Shot Missed] Attempt missed! Dan Ndoye's left-footed effort from the edge of the box goes over.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:41.192984
3930176,31,1,Switzerland,Germany,1,0,Group Stage,General,Fabian Rieder,Switzerland,"[General] Germany in control with 65% possession, dominating midfield play. Rüdiger leading with 10 events.",gpt-4o-mini,gpt-4o,True,False,2026-01-01T20:16:44.496115
3930176,32,1,Switzerland,Germany,1,0,Group Stage,Shot (Blocked),Robert Andrich,Germany,[Shot Blocked] Attempt blocked! Robert Andrich's right-footed shot from the edge of the box denied by Granit Xhaka after he beats his man.,gpt-4o-mini,gpt-4o,False,True,2026-01-01T20:16:46.755836
3930176,33,1,Switzerland,Germany,1,0,Group Stage,Corner,Toni Kroos,Germany,"[Corner] Corner for Germany. Toni Kroos delivers, conceded by Yann Sommer.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:47.897189
3930176,34,1,Switzerland,Germany,1,0,Group Stage,Free Kick,Toni Kroos,Germany,[Foul] Foul by Florian Wirtz (Germany) on Fabian Schär (Switzerland) near the right wing.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:49.872068
3930176,35,1,Switzerland,Germany,1,0,Group Stage,Free Kick,Fabian Lukas Schär,Switzerland,[Foul] Foul by Julian Brandt (Germany) on Fabian Schär (Switzerland) in midfield.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T20:16:50.865507
