match_id,minute,period,home_team,away_team,home_score,away_score,stage,detected_type,player,team,llm_commentary,model,agent_model,momentum_used,chain_used,generated_at
3941021,0,1,Romania,Netherlands,0,0,Round of 16,Kick Off,,Netherlands,[Kick Off] The Round of 16 is underway! Romania faces the Netherlands in a thrilling clash.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:56:51.726628
3941021,1,1,Romania,Netherlands,0,0,Round of 16,Free Kick,Jerdy Schouten,Netherlands,[Foul] Foul by Romania on Jerdy Schouten at midfield. Free kick for the Netherlands.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:56:53.643609
3941021,2,1,Romania,Netherlands,0,0,Round of 16,Injury,Ianis Hagi,Romania,[Injury] Concern for Romania as Ianis Hagi goes down with an injury.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:56:54.650233
3941021,2,1,Romania,Netherlands,0,0,Round of 16,Injury,Bart Verbruggen,Netherlands,[Injury] Concern for the Netherlands as Bart Verbruggen goes down with an injury.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:56:55.497775
3941021,4,1,Romania,Netherlands,0,0,Round of 16,Free Kick,Nathan Aké,Netherlands,[Foul] Free kick awarded to the Netherlands. Foul by Romania on Nathan Aké in midfield.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:56:56.590609
3941021,5,1,Romania,Netherlands,0,0,Round of 16,Shot (Saved),Xavi Simons,Netherlands,"[Shot Saved] Great effort! Xavi Simons dribbles past his man and fires a right-footed shot, but Florin Constantin Niţă makes the save from the right side of the box.",gpt-4o-mini,gpt-4o,False,True,2026-01-01T19:56:58.229872
3941021,6,1,Romania,Netherlands,0,0,Round of 16,General,Denzel Dumfries,Netherlands,"[General] Netherlands slightly ahead with 54% possession, controlling play in midfield.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:01.237484
3941021,7,1,Romania,Netherlands,0,0,Round of 16,General,Stefan de Vrij,Netherlands,"[General] Romania dominating the midfield early, enjoying 100% possession so far.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:03.511642
3941021,8,1,Romania,Netherlands,0,0,Round of 16,General,Nicolae Claudiu Stanciu,Romania,"[General] Netherlands dominating possession with 87%, controlling midfield play effectively.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:06.441967
3941021,9,1,Romania,Netherlands,0,0,Round of 16,General,Stefan de Vrij,Netherlands,"[General] Romania dominating possession with 88%, controlling the midfield effectively. Dennis Man very active with nine touches.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:10.511272
3941021,10,1,Romania,Netherlands,0,0,Round of 16,General,Memphis Depay,Netherlands,"[General] Netherlands dominating the midfield with 91% possession, Xavi Simons leading the charge.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:14.130160
3941021,11,1,Romania,Netherlands,0,0,Round of 16,Free Kick,Florin Constantin Niţă,Romania,[Foul] Free kick awarded to Romania after a foul on Florin Constantin Niţă in their defensive half.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:15.096814
3941021,12,1,Romania,Netherlands,0,0,Round of 16,General,Andrei Burcă Andonie,Romania,"[General] Romania dominating midfield with 88% possession, Burcă orchestrating play effectively.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:17.795821
3941021,13,1,Romania,Netherlands,0,0,Round of 16,Shot (Off T),Dennis Man,Romania,[Shot Missed] Attempt missed! Dennis Man dribbles past his defender but fires wide from the edge of the box.,gpt-4o-mini,gpt-4o,False,True,2026-01-01T19:57:19.932744
3941021,14,1,Romania,Netherlands,0,0,Round of 16,Foul,Denzel Dumfries,Netherlands,[Foul] Foul by Ianis Hagi (Romania) on Denzel Dumfries (Netherlands) in midfield.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:21.188033
3941021,15,1,Romania,Netherlands,0,0,Round of 16,General,Xavi Simons,Netherlands,"[General] The Netherlands dominating play with 81% possession, pushing Romania back into their defensive third.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:24.040765
3941021,16,1,Romania,Netherlands,0,0,Round of 16,Shot (Blocked),Stefan de Vrij,Netherlands,[Shot Blocked] Attempt blocked! Stefan de Vrij's header from the center of the box denied by Andrei Burcă Andonie.,gpt-4o-mini,gpt-4o,False,True,2026-01-01T19:57:26.010649
3941021,17,1,Romania,Netherlands,0,0,Round of 16,Shot (Wayward),Nathan Aké,Netherlands,[Shot Missed] Wayward header from Nathan Aké! Netherlands continues to apply pressure.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:26.915377
3941021,18,1,Romania,Netherlands,0,0,Round of 16,Corner,Memphis Depay,Netherlands,"[Corner] Corner for the Netherlands, delivered by Memphis Depay, conceded by Radu Drăgușin.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:28.098279
3941021,19,1,Romania,Netherlands,0,1,Round of 16,Goal,Cody Mathès Gakpo,Netherlands,"[Goal] Goal! Romania 0, Netherlands 1. Cody Gakpo dribbles past his man and scores with his right foot from the right side of the box.",gpt-4o-mini,gpt-4o,False,True,2026-01-01T19:57:29.301597
3941021,20,1,Romania,Netherlands,0,1,Round of 16,Shot (Off T),Ianis Hagi,Romania,[Shot Missed] Attempt missed! Ianis Hagi dribbles past his man but fires wide from the right side of the box.,gpt-4o-mini,gpt-4o,False,True,2026-01-01T19:57:30.396977
3941021,21,1,Romania,Netherlands,0,1,Round of 16,General,Andrei Florin Ratiu,Romania,"[General] Netherlands dominating midfield with 100% possession, led by Tijjani Reijnders.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:33.389713
3941021,22,1,Romania,Netherlands,0,1,Round of 16,Corner,Memphis Depay,Netherlands,"[Corner] Corner for the Netherlands. Memphis Depay delivers, conceded by Andrei Florin Ratiu.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:34.270196
3941021,23,1,Romania,Netherlands,0,1,Round of 16,Shot (Off T),Dennis Man,Romania,[Shot Missed] Attempt missed! Dennis Man's left-footed shot from the center of the box goes over the target.,gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:35.570464
3941021,24,1,Romania,Netherlands,0,1,Round of 16,General,Nathan Aké,Netherlands,"[General] The Netherlands dominating midfield with 100% possession, Schouten leading the charge.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:39.589026
3941021,25,1,Romania,Netherlands,0,1,Round of 16,Shot (Off T),Stefan de Vrij,Netherlands,[Shot Missed] De Vrij heads over the bar from the center of the box! Netherlands applying pressure with a second chance.,gpt-4o-mini,gpt-4o,False,True,2026-01-01T19:57:40.904300
3941021,26,1,Romania,Netherlands,0,1,Round of 16,General,Radu Drăgușin,Romania,"[General] Netherlands dominating midfield with 70% possession, controlling the pace of the game.",gpt-4o-mini,gpt-4o,False,False,2026-01-01T19:57:43.552208
