match_id,minute,plus_time,minute_display,commentary_text,line_type,event_type,players_mentioned,team_focus,commentary_length
england_slovakia,0,0,0,"Halil Umut Meler is the one to supervise the game today.",general,General,Meler,Both,57
england_slovakia,0,0,0,"The players are out and the match is about to start. Slovakia will have the kick-off.",general,Kick Off,,Slovakia,81
england_slovakia,1,0,1,"Here we go, today's match is starting right now.",key_event,Kick Off,,Both,48
england_slovakia,3,0,3,"The England players are exchanging some short passes.",general,General,,England,54
england_slovakia,3,0,3,"Marc Guehi (England) is booked after bringing down an opponent. Halil Umut Meler had an easy-decision to make.",key_event,Yellow Card,Guehi,England,115
england_slovakia,3,0,3,"Marc Guehi (England) will miss the next game.",general,General,Guehi,England,46
england_slovakia,5,0,5,"David Strelec (Slovakia) wins the ball from the resulting free kick but scuffs his shot well wide of the left post!",key_event,Shot,Strelec,Slovakia,116
england_slovakia,5,0,5,"A sweet pass inside the box gives David Hancko (Slovakia) time to measure a shot, but it's slightly mishit and goes just wide of the right post. That really was a great chance!",key_event,Shot,Hancko,Slovakia,180
england_slovakia,7,0,7,"This yellow card was deserved. The tackle by Bukayo Saka (England) was quite harsh and Halil Umut Meler didn't hesitate to show him a yellow card.",key_event,Yellow Card,Saka,England,155
england_slovakia,8,0,8,"Lukas Haraslin (Slovakia) unleashes a powerful shot towards goal, but it is bravely blocked by a self-sacrificing defender.",key_event,Shot,Haraslin,Slovakia,127
england_slovakia,8,0,8,"Juraj Kucka (Slovakia) plays in a hopeful cross, but it doesn't find its way to any of the attacking players.",general,General,Kucka,Slovakia,119
england_slovakia,9,0,9,"Kieran Trippier (England) has an effort from the edge of the area, but he skies the ball over the top.",key_event,Shot,Trippier,England,103
england_slovakia,11,0,11,"Kyle Walker (England) produces a dangerous lofted cross into the box which is intercepted.",general,General,Walker,England,92
england_slovakia,11,0,11,"Declan Rice (England) plays a through ball but overhits it. The ball is off of the pitch and it's a goal kick for Slovakia.",general,General,Rice,England,126
england_slovakia,12,0,12,"Lukas Haraslin (Slovakia) evades several challenges inside the box and fires a shot in on goal, but that's a great block by the defender to stop an almost certain goal.",key_event,Shot,Haraslin,Slovakia,170
england_slovakia,13,0,13,"Dangerous play by Jude Bellingham (England). Halil Umut Meler blows his whistle for a foul.",general,General,Bellingham,England,96
england_slovakia,13,0,13,"The free kick is delivered by Lukas Haraslin (Slovakia) but it's not one of his best and is easily cleared.",general,Free Kick,Haraslin,Slovakia,115
england_slovakia,13,0,13,"Juraj Kucka (Slovakia) has tested the patience of referee Halil Umut Meler and goes into the book for a previous late challenge.",key_event,Yellow Card,Kucka,Slovakia,127
england_slovakia,14,0,14,"A lofted cross from Phil Foden (England) is unsuccessful as the opponent's defence quickly clears the ball out of the penalty area.",general,General,Foden,England,142
england_slovakia,15,0,15,"Juraj Kucka (Slovakia) was too fierce in his attempt to get the ball from his opponent and Halil Umut Meler blows for a foul.",general,General,Kucka,Slovakia,131
england_slovakia,16,0,16,"The England players are exchanging some short passes to try and open up the opposition's defence and hit them swiftly on the break.",general,General,,England,138
england_slovakia,16,0,16,"John Stones (England) attempts to find one of his teammates, but puts far too much on the pass and the chance is gone.",general,General,Stones,England,131
england_slovakia,17,0,17,"Halil Umut Meler shows a yellow card to Jude Bellingham (England) for his blatant foul.",key_event,Yellow Card,Bellingham,England,84
england_slovakia,20,0,20,"Declan Rice (England) whips the ball in, but it fails to reach any of his teammates as the opposition's defence averts the threat.",general,General,Rice,England,136
england_slovakia,21,0,21,"71:29 – the latest ball possession ratio.",general,General,,Both,42
england_slovakia,23,0,23,"Phil Foden (England) goes down under a challenge in the box, but the ref immediately waves away the appeals from all players.",general,General,Foden,England,133
england_slovakia,23,0,23,"Harry Kane (England) meets a cross inside the box, but his header is blocked by an opposing player. The referee and his assistant both point at the corner flag. England will have an opportunity to threaten the opposition's goal.",general,Corner,Kane,England,221
england_slovakia,24,0,24,"Kieran Trippier (England) takes the corner with a short pass.",general,Corner,Trippier,England,60
england_slovakia,24,0,24,"Kobbie Mainoo (England) covers his face with his hands after wasting a promising chance. He takes the rebound on the edge of the box but blazes the ball high over the crossbar.",key_event,Shot,Mainoo,England,178
england_slovakia,25,0,25,"Fantastic team goal! Ivan Schranz (Slovakia) was set free in the area by David Strelec and he made no mistake with a lovely finish into the bottom left corner. 0:1.",key_event,Goal,"Schranz, Strelec",Slovakia,169
england_slovakia,25,0,25,"Marc Guehi (England) is having a really tough time right now. We are about to find out how serious his injury is.",general,General,Guehi,England,119
england_slovakia,29,0,29,"Marc Guehi (England) seems to have picked up a minor injury, but it looks like he will be able to continue playing.",general,General,Guehi,England,117
england_slovakia,32,0,32,"Bukayo Saka (England) fails to pick a body out in the box with an over-hit cross to the back post.",general,General,Saka,England,103
england_slovakia,32,0,32,"Harry Kane (England) fizzes over a cross which doesn't cause any problems.",general,General,Kane,England,74
england_slovakia,34,0,34,"Harry Kane (England) plays a through ball which would have led to a great opportunity, if it hadn't been stopped by the defence.",general,General,Kane,England,137
england_slovakia,34,0,34,"Jude Bellingham (England) looks to break free, but an opposing player clears the ball away. England have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.",general,Corner,Bellingham,England,197
england_slovakia,35,0,35,"Kieran Trippier (England) puts a dangerous cross into the box, but the corner is cleared by the first man.",general,Corner,Trippier,England,112
england_slovakia,35,0,35,"Kieran Trippier (England) will take a corner kick.",general,Corner,Trippier,England,48
england_slovakia,35,0,35,"The foul by Marc Guehi (England) was seen by Halil Umut Meler who didn't hesitate to blow the whistle.",general,General,Guehi,England,109
england_slovakia,38,0,38,"Ondrej Duda (Slovakia) clearly holds his opponent to prevent him from getting the ball and the referee blows his whistle for a foul.",general,General,Duda,Slovakia,137
england_slovakia,39,0,39,"It seemed like Phil Foden (England) was going to take a quick free kick, but instead he is going to send the ball inside the penalty box for his teammates.",general,Free Kick,Foden,England,165
england_slovakia,40,0,40,"Looks like Denis Vavro (Slovakia) is struggling after picking up a knock. Hopefully he can run it off.",general,General,Vavro,Slovakia,103
england_slovakia,41,0,41,"Denis Vavro (Slovakia) seems to be alright and is okay to carry on.",general,General,Vavro,Slovakia,67
england_slovakia,42,0,42,"Phil Foden (England) attempts to slip the ball through the defence, but is unable to find any of his teammates.",general,General,Foden,England,121
england_slovakia,44,0,44,"A clumsy foul by Ondrej Duda (Slovakia) and Halil Umut Meler blows his whistle.",general,General,Duda,Slovakia,81
england_slovakia,45,0,45,"Halil Umut Meler interrupts the game. One of the players from Slovakia won the ball, but his effort is adjudged unfair.",general,General,,Slovakia,125
england_slovakia,45,0,45,"There will be a minimum of 3 min. of added time.",general,General,,Both,54
