data_source,minute,sequence_rank,real_commentary,real_type,our_sequence_commentary,sequence_id,average_score,average_score_no_sentiment,TF-IDF,Embeddings_BERT,content_overlap_ratio,real_sentiment,our_sentiment,sentiment_diff,real_word_count,our_word_count,real_content_words,our_content_words,matching_content_words,real_unique_players,our_unique_players,matching_players,entity_players_match,real_unique_teams,our_unique_teams,matching_teams,entity_teams_match,real_unique_events,our_unique_events,matching_events,entity_events_match,real_player_mentions,our_player_mentions,real_player_repetitions,our_player_repetitions,real_team_mentions,our_team_mentions,real_team_repetitions,our_team_repetitions,real_event_mentions,our_event_mentions,real_event_repetitions,our_event_repetitions,ner_score
ESPN,0,1,First Half begins.,Kick Off,,-1,0.0,0.0,0.0,0.0,0.0,0.093155100941658,0.0,0.093155100941658,3,0,3,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
ESPN,4,1,Théo Hernández (France) wins a free kick on the left wing.,Free Kick,"[3:01] Theo Bernard François Hernández under pressure, carries the ball From the goal kick, Theo Bernard François Hernández under pressure, plays a medium pass forward along the ground to Kylian Mbappé Lottin, Kylian Mbappé Lottin under pressure, carries the ball From the goal kick, Kylian Mbappé Lottin under pressure, plays a short pass along the ground to Theo Bernard François Hernández . Lamine Yamal Nasraoui Ebana closes down Kylian Mbappé Lottin",15,0.4127426249472691,0.2644042744654276,0.1430842800193601,0.5876285433769226,0.0625,0.158177837729454,0.0159355141222476,0.1422423236072063,11,71,8,57,2,1,4,1,1.0,1,0,0,0.0,1,3,0,0.0,1,4,0,0,1,0,0,0,1,6,0,3,0.0
ESPN,4,2,Théo Hernández (France) wins a free kick on the left wing.,Free Kick,"[3:46] N'Golo Kanté closes down Nicholas Williams Arthuer . Nicholas Williams Arthuer takes on the defender . N'Golo Kanté in the duel, Jules Koundé wins the ball back under pressure, carries the ball from the left defensive third into the left midfield - BUT LOSES IT!",21,0.3870812623557901,0.2380045536633935,0.2195355803201419,0.4278114140033722,0.0666666666666666,0.158177837729454,-0.0075107738375663,0.1656886115670204,11,46,8,31,2,1,3,0,0.0,1,0,0,0.0,1,0,0,0.0,1,3,0,0,1,0,0,0,1,0,0,0,0.0
ESPN,4,3,Théo Hernández (France) wins a free kick on the left wing.,Free Kick,"[3:07] Theo Bernard François Hernández is fouled, Adrien Rabiot under pressure, delivers the free kick a medium pass forward along the ground to Kylian Mbappé Lottin into the right attacking third, Kylian Mbappé Lottin receives under pressure in the right attacking third under pressure, delivers the free kick a dangerous short pass along the ground to Adrien Rabiot into the DANGER ZONE, Adrien Rabiot receives under pressure in the right attacking third",16,0.3795878150859542,0.2950571240715274,0.1782023144021721,0.6187337636947632,0.088235294117647,0.158177837729454,-0.2086422741413116,0.3668201118707657,11,72,8,56,3,1,3,1,1.0,1,0,0,0.0,1,3,1,1.0,1,3,0,0,1,0,0,0,1,5,0,2,0.2222222222222222
ESPN,4,4,Théo Hernández (France) wins a free kick on the left wing.,Free Kick,[3:29] Adrien Rabiot receives under pressure in the right attacking third . Álvaro Borja Morata Martín wins the ball back,17,0.3496703579840133,0.1849065894639584,0.1175186423365912,0.3917465806007385,0.0454545454545454,0.158177837729454,0.002139501273632,0.156038336455822,11,20,8,15,1,1,2,0,0.0,1,0,0,0.0,1,0,0,0.0,1,2,0,0,1,0,0,0,1,0,0,0,0.0
ESPN,4,5,Théo Hernández (France) wins a free kick on the left wing.,Free Kick,"[3:39] Ousmane Dembélé under pressure, plays a short pass along the ground to N'Golo Kanté, N'Golo Kanté under pressure, plays a medium pass forward along the ground to Randal Kolo Muani, but the pass doesn't find its target . Aymeric Laporte under pressure, plays a medium pass forward through the air to Álvaro Borja Morata Martín into the right attacking third, but the pass doesn't find its target . Jules Koundé clears the danger . Nicholas Williams Arthuer wins the ball back",20,0.3353056955670612,0.1789171225773356,0.1178281784893261,0.3980898559093475,0.0208333333333333,0.158177837729454,-0.0373507477343082,0.1955285854637622,11,82,8,60,1,1,7,0,0.0,1,0,0,0.0,1,1,0,0.0,1,7,0,0,1,0,0,0,1,5,0,4,0.0
ESPN,4,6,Théo Hernández (France) wins a free kick on the left wing.,Free Kick,"[3:52] Fabián Ruiz Peña under pressure, carries the ball under pressure, plays a medium pass back along the ground to José Ignacio Fernández Iglesias, José Ignacio Fernández Iglesias under pressure, carries the ball under pressure, plays a medium pass along the ground to Aymeric Laporte, Aymeric Laporte under pressure, carries the ball",22,0.328735852957369,0.1500590069450949,0.0710118780607029,0.3791651427745819,0.0,0.158177837729454,0.0229442287236452,0.1352336090058088,11,52,8,42,0,1,3,0,0.0,1,0,0,0.0,1,1,0,0.0,1,3,0,0,1,0,0,0,1,2,0,1,0.0
ESPN,4,7,Théo Hernández (France) wins a free kick on the left wing.,Free Kick,"[3:38] Álvaro Borja Morata Martín closes down N'Golo Kanté . Jules Koundé under MASSIVE pressure, plays a short pass forward along the ground to Ousmane Dembélé",19,0.3107739903561043,0.1357093456595166,0.0338659892109107,0.3732620477676391,0.0,0.158177837729454,-0.0058542378246784,0.1640320755541324,11,26,8,21,0,1,4,0,0.0,1,0,0,0.0,1,1,0,0.0,1,4,0,0,1,0,0,0,1,1,0,0,0.0
ESPN,4,8,Foul by Lamine Yamal (Spain).,Foul,"[3:29] Álvaro Borja Morata Martín under pressure, carries the ball - BUT LOSES IT! . Adrien Rabiot closes down Álvaro Borja Morata Martín . Álvaro Borja Morata Martín is dispossessed by Adrien Rabiot! . Adrien Rabiot in the duel, N'Golo Kanté wins the ball back",18,0.2992769808451803,0.1394003074540656,0.0259422782581931,0.3922586441040039,0.0,-0.4927328526973724,-0.2716398537158966,0.2210929989814758,5,45,4,32,0,2,3,0,0.0,1,0,0,0.0,1,0,0,0.0,2,3,0,0,1,0,0,0,1,0,0,0,0.0
ESPN,4,9,Foul by Lamine Yamal (Spain).,Foul,"[3:07] Theo Bernard François Hernández is fouled, Adrien Rabiot under pressure, delivers the free kick a medium pass forward along the ground to Kylian Mbappé Lottin into the right attacking third, Kylian Mbappé Lottin receives under pressure in the right attacking third under pressure, delivers the free kick a dangerous short pass along the ground to Adrien Rabiot into the DANGER ZONE, Adrien Rabiot receives under pressure in the right attacking third",16,0.285481259226799,0.1420052051544189,0.0,0.4260156154632568,0.0,-0.4927328526973724,-0.2086422741413116,0.2840905785560608,5,72,4,56,0,2,3,0,0.0,1,0,0,0.0,1,3,1,1.0,2,3,0,0,1,0,0,0,1,5,0,2,0.2222222222222222
ESPN,4,10,Théo Hernández (France) wins a free kick on the left wing.,Free Kick,"[3:29] Álvaro Borja Morata Martín under pressure, carries the ball - BUT LOSES IT! . Adrien Rabiot closes down Álvaro Borja Morata Martín . Álvaro Borja Morata Martín is dispossessed by Adrien Rabiot! . Adrien Rabiot in the duel, N'Golo Kanté wins the ball back",18,0.2625391535461652,0.1599914352100038,0.075384680124711,0.3661280870437622,0.0384615384615384,0.158177837729454,-0.2716398537158966,0.4298176914453506,11,45,8,32,1,1,3,0,0.0,1,0,0,0.0,1,0,0,0.0,1,3,0,0,1,0,0,0,1,0,0,0,0.0
ESPN,4,11,Foul by Lamine Yamal (Spain).,Foul,"[3:39] Ousmane Dembélé under pressure, plays a short pass along the ground to N'Golo Kanté, N'Golo Kanté under pressure, plays a medium pass forward along the ground to Randal Kolo Muani, but the pass doesn't find its target . Aymeric Laporte under pressure, plays a medium pass forward through the air to Álvaro Borja Morata Martín into the right attacking third, but the pass doesn't find its target . Jules Koundé clears the danger . Nicholas Williams Arthuer wins the ball back",20,0.2371568763628602,0.1346698701381683,0.0,0.404009610414505,0.0,-0.4927328526973724,-0.0373507477343082,0.4553821049630642,5,82,4,60,0,2,7,0,0.0,1,0,0,0.0,1,1,0,0.0,2,7,0,0,1,0,0,0,1,5,0,4,0.0
ESPN,4,12,Foul by Lamine Yamal (Spain).,Foul,"[3:01] Theo Bernard François Hernández under pressure, carries the ball From the goal kick, Theo Bernard François Hernández under pressure, plays a medium pass forward along the ground to Kylian Mbappé Lottin, Kylian Mbappé Lottin under pressure, carries the ball From the goal kick, Kylian Mbappé Lottin under pressure, plays a short pass along the ground to Theo Bernard François Hernández . Lamine Yamal Nasraoui Ebana closes down Kylian Mbappé Lottin",15,0.2366210922118538,0.1517175785556784,0.0356509797482602,0.3480731844902038,0.0714285714285714,-0.4927328526973724,0.0159355141222476,0.5086683668196201,5,71,4,57,2,2,4,0,0.0,1,0,0,0.0,1,3,0,0.0,2,4,0,0,1,0,0,0,1,6,0,3,0.2222222222222222
ESPN,4,13,Foul by Lamine Yamal (Spain).,Foul,"[3:38] Álvaro Borja Morata Martín closes down N'Golo Kanté . Jules Koundé under MASSIVE pressure, plays a short pass forward along the ground to Ousmane Dembélé",19,0.2354920106008649,0.1429488857587178,0.0,0.4288466572761535,0.0,-0.4927328526973724,-0.0058542378246784,0.486878614872694,5,26,4,21,0,2,4,0,0.0,1,0,0,0.0,1,1,0,0.0,2,4,0,0,1,0,0,0,1,1,0,0,0.0
ESPN,4,14,Foul by Lamine Yamal (Spain).,Foul,"[3:46] N'Golo Kanté closes down Nicholas Williams Arthuer . Nicholas Williams Arthuer takes on the defender . N'Golo Kanté in the duel, Jules Koundé wins the ball back under pressure, carries the ball from the left defensive third into the left midfield - BUT LOSES IT!",21,0.2329492624849081,0.1390063762664795,0.0,0.4170191287994385,0.0,-0.4927328526973724,-0.0075107738375663,0.485222078859806,5,46,4,31,0,2,3,0,0.0,1,0,0,0.0,1,0,0,0.0,2,3,0,0,1,0,0,0,1,0,0,0,0.0
ESPN,4,15,Foul by Lamine Yamal (Spain).,Foul,"[3:52] Fabián Ruiz Peña under pressure, carries the ball under pressure, plays a medium pass back along the ground to José Ignacio Fernández Iglesias, José Ignacio Fernández Iglesias under pressure, carries the ball under pressure, plays a medium pass along the ground to Aymeric Laporte, Aymeric Laporte under pressure, carries the ball",22,0.2279360922984779,0.142473816871643,0.0,0.4274214506149292,0.0,-0.4927328526973724,0.0229442287236452,0.5156770814210176,5,52,4,42,0,2,3,0,0.0,1,0,0,0.0,1,1,0,0.0,2,3,0,0,1,0,0,0,1,2,0,1,0.0
ESPN,4,16,Foul by Lamine Yamal (Spain).,Foul,[3:29] Adrien Rabiot receives under pressure in the right attacking third . Álvaro Borja Morata Martín wins the ball back,17,0.214184695854783,0.1172037124633789,0.0,0.3516111373901367,0.0,-0.4927328526973724,0.002139501273632,0.4948723539710045,5,20,4,15,0,2,2,0,0.0,1,0,0,0.0,1,0,0,0.0,2,2,0,0,1,0,0,0,1,0,0,0,0.0
ESPN,5,1,Attempt missed. Fabián Ruiz (Spain) header from the left side of the six yard box is just a bit too high. Assisted by Lamine Yamal with a cross.,General,"[4:46] Lamine Yamal Nasraoui Ebana under pressure, carries the ball under pressure, plays a dangerous medium pass through the air to Fabián Ruiz Peña into the central attacking third, Fabián Ruiz Peña receives under pressure in the central attacking third under pressure, shoots with the head from a DANGEROUS position (5m out!) - just wide!",28,0.4228496367105896,0.2892303171249303,0.2119699056990591,0.5366734266281128,0.119047619047619,-0.3526109457015991,-0.1763185411691665,0.1762924045324325,28,55,19,41,5,4,2,0,0.0,1,0,0,0.0,4,1,0,0.0,4,2,0,0,1,0,0,0,4,1,0,0,0.19047619047619047
ESPN,5,2,Attempt missed. Fabián Ruiz (Spain) header from the left side of the six yard box is just a bit too high. Assisted by Lamine Yamal with a cross.,General,"[4:31] Daniel Olmo Carvajal takes on the defender under pressure, carries the ball from the central midfield into the right midfield - BUT LOSES IT! . Adrien Rabiot closes down Daniel Olmo Carvajal . Daniel Olmo Carvajal under MASSIVE pressure, plays a medium pass forward to Nicholas Williams Arthuer into the right attacking third, Nicholas Williams Arthuer under pressure, carries the ball - BUT LOSES IT!",26,0.3655619789389916,0.1571994548675945,0.1166219191663061,0.3549764454364776,0.0,-0.3526109457015991,-0.3619613945484161,0.009350448846817,28,66,19,47,0,4,3,0,0.0,1,0,0,0.0,4,1,0,0.0,4,3,0,0,1,0,0,0,4,1,0,0,0.0
